TRIP_ID,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,FEMALE
7507,3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,167,194,30,104,198,10,0,208,123,3,0
7508,3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,220,194,60,115,237,30,0,208,76,3,0
7509,3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,167,162,30,109,210,20,0,128,76,3,0
7510,3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,220,146,60,109,167,20,0,160,123,3,0
7511,3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,185,146,120,104,194,10,0,160,76,3,0
7512,3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,167,194,120,115,237,10,0,128,95,3,0
7513,3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,167,146,30,115,169,30,0,160,95,3,0
7514,3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,220,162,60,104,184,10,0,128,95,3,0
7515,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,134,170,120,58,184,20,0,169,75,3,0
7516,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,122,170,30,53,176,10,0,169,97,3,0
7517,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,159,170,60,64,218,30,0,169,60,3,0
7518,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,122,142,30,58,184,20,0,104,60,3,0
7519,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,159,128,60,58,147,20,0,130,97,3,0
7520,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,134,128,120,53,176,10,0,130,60,3,0
7521,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,122,170,120,64,218,10,0,104,75,3,0
7522,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,122,128,30,64,153,30,0,130,75,3,0
7523,3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,159,142,60,53,162,10,0,104,75,3,0
7524,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,193,211,120,50,225,30,0,170,95,2,0
7525,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,150,158,120,56,181,30,0,221,76,2,0
7526,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,193,158,120,64,194,20,0,136,76,3,0
7527,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,164,158,60,64,194,10,0,221,123,2,0
7528,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,164,176,120,64,194,30,0,136,123,3,0
7529,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,150,176,60,64,194,20,0,221,95,2,0
7530,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,150,211,60,56,237,10,0,170,76,3,0
7531,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,150,176,120,50,210,20,0,170,123,2,0
7532,3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,164,211,30,64,281,20,0,170,123,3,0
7533,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,193,176,30,64,194,10,0,200,104,3,0
7534,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,193,176,120,56,245,10,0,260,169,2,0
7535,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,193,158,30,50,225,20,0,260,130,2,0
7536,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,150,158,60,50,225,30,0,160,169,2,0
7537,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,164,176,30,50,210,30,0,260,104,2,0
7538,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,164,158,30,56,181,10,0,160,130,2,0
7539,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,164,211,60,50,225,20,0,160,104,2,0
7540,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,193,211,30,56,237,30,0,160,169,2,0
7541,3,1,1,838,3,1,3,1,0,4,1,3,0,22,1,1,1,1,164,176,60,56,245,30,0,200,130,2,0
7542,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,225,176,30,96,198,10,0,170,96,2,0
7543,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,225,176,120,88,245,10,0,221,156,2,0
7544,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,225,158,30,82,225,20,0,221,120,2,0
7545,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,182,158,60,82,225,30,0,136,156,3,0
7546,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,196,176,30,82,210,30,0,221,96,2,0
7547,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,196,158,30,88,184,10,0,136,120,3,0
7548,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,196,211,60,82,225,20,0,136,96,3,0
7549,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,225,211,30,88,245,30,0,136,156,3,0
7550,3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,196,176,60,88,245,30,0,170,120,2,0
7551,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,236,252,120,63,266,30,0,190,150,2,0
7552,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,182,189,120,71,218,30,0,247,120,2,0
7553,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,236,189,120,81,225,20,0,152,120,2,0
7554,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,200,189,60,81,225,10,0,247,195,2,0
7555,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,200,210,120,81,237,30,0,152,195,3,0
7556,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,182,210,60,81,237,20,0,247,150,2,0
7557,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,182,252,60,71,281,10,0,190,120,3,0
7558,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,182,210,120,63,245,20,0,190,195,2,0
7559,3,1,1,840,3,1,3,1,0,3,1,2,0,25,1,1,1,1,200,252,30,81,337,20,0,190,195,3,0
7560,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,373,237,30,205,266,10,0,260,132,2,0
7561,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,373,237,120,195,322,10,0,338,214,2,0
7562,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,373,213,30,187,293,20,0,338,165,2,0
7563,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,299,213,60,187,293,30,0,208,214,3,0
7564,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,324,237,30,187,281,30,0,338,132,2,0
7565,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,324,213,30,195,245,10,0,208,165,3,0
7566,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,324,284,60,187,301,20,0,208,132,3,0
7567,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,373,284,30,195,322,30,0,208,214,3,0
7568,3,1,1,841,3,1,3,1,0,2,1,3,0,20,25,1,1,1,324,237,60,195,322,30,0,260,165,3,0
7569,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,146,136,30,55,153,10,0,120,64,2,0
7570,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,146,136,120,49,181,10,0,156,104,2,0
7571,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,146,122,30,44,169,20,0,156,80,2,0
7572,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,114,122,60,44,169,30,0,96,104,2,0
7573,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,125,136,30,44,155,30,0,156,64,2,0
7574,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,125,122,30,49,142,10,0,96,80,3,0
7575,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,125,163,60,44,169,20,0,96,64,3,0
7576,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,146,163,30,49,181,30,0,96,104,2,0
7577,3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,125,136,60,49,181,30,0,120,80,3,0
7578,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,224,189,30,88,210,10,0,200,108,3,0
7579,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,224,189,120,80,254,10,0,260,175,1,0
7580,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,224,170,30,74,237,20,0,260,135,3,0
7581,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,170,170,60,74,237,30,0,160,175,1,0
7582,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,188,189,30,74,225,30,0,260,108,1,0
7583,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,188,170,30,80,194,10,0,160,135,2,0
7584,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,188,227,60,74,245,20,0,160,108,3,0
7585,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,224,227,30,80,254,30,0,160,175,3,0
7586,3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,188,189,60,80,254,30,0,200,135,1,0
7587,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,243,221,120,167,237,20,0,260,125,2,0
7588,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,223,221,30,162,225,10,0,260,162,2,0
7589,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,283,221,60,173,266,30,0,260,100,2,0
7590,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,223,184,30,167,237,20,0,160,100,2,0
7591,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,283,166,60,167,184,20,0,200,162,2,0
7592,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,243,166,120,162,218,10,0,200,100,2,0
7593,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,223,221,120,173,266,10,0,160,125,2,0
7594,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,223,166,30,173,194,30,0,200,125,2,0
7595,3,1,1,844,3,1,3,1,1,3,1,3,0,9,25,1,1,1,283,184,60,162,210,10,0,160,125,2,0
7596,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,215,181,30,130,194,10,0,150,80,3,0
7597,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,215,181,120,126,218,10,0,195,130,2,0
7598,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,215,163,30,123,210,20,0,195,100,3,0
7599,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,164,163,60,123,210,30,0,120,130,2,0
7600,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,181,181,30,123,198,30,0,195,80,2,0
7601,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,181,163,30,126,181,10,0,120,100,2,0
7602,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,181,217,60,123,218,20,0,120,80,3,0
7603,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,215,217,30,126,225,30,0,120,130,3,0
7604,3,1,1,845,3,1,3,1,1,3,1,3,0,18,2,1,1,1,181,181,60,126,218,30,0,150,100,3,0
7605,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,162,194,120,113,210,20,0,182,85,2,0
7606,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,150,194,30,110,198,10,0,182,110,2,0
7607,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,186,194,60,117,225,30,0,182,68,3,0
7608,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,150,162,30,113,198,20,0,112,68,3,0
7609,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,186,146,60,113,162,20,0,140,110,3,0
7610,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,162,146,120,110,184,10,0,140,68,3,0
7611,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,150,194,120,117,225,10,0,112,85,3,0
7612,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,150,146,30,117,169,30,0,140,85,2,0
7613,3,1,1,846,3,1,3,1,1,2,1,2,0,1,22,1,1,1,186,162,60,110,181,10,0,112,85,3,0
7614,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,236,252,120,63,266,30,0,210,120,3,0
7615,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,182,189,120,71,218,30,0,273,96,2,0
7616,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,236,189,120,81,225,20,0,168,96,3,0
7617,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,200,189,60,81,225,10,0,273,156,2,0
7618,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,200,210,120,81,237,30,0,168,156,3,0
7619,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,182,210,60,81,237,20,0,273,120,2,0
7620,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,182,252,60,71,281,10,0,210,96,3,0
7621,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,182,210,120,63,245,20,0,210,156,3,0
7622,3,1,1,847,3,1,3,1,1,3,1,1,0,25,1,1,1,1,200,252,30,81,337,20,0,210,156,3,0
7623,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,195,221,120,87,245,20,0,195,80,2,0
7624,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,176,221,30,81,237,10,0,195,104,2,0
7625,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,232,221,60,95,293,30,0,195,64,2,0
7626,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,176,184,30,87,254,20,0,120,64,3,0
7627,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,232,166,60,87,189,20,0,150,104,2,0
7628,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,195,166,120,81,237,10,0,150,64,3,0
7629,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,176,221,120,95,293,10,0,120,80,3,0
7630,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,176,166,30,95,198,30,0,150,80,3,0
7631,3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,232,184,60,81,218,10,0,120,80,3,0
7632,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,138,142,30,66,155,10,0,90,44,3,0
7633,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,138,142,120,62,181,10,0,117,71,2,0
7634,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,138,128,30,59,169,20,0,117,55,2,0
7635,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,106,128,60,59,169,30,0,72,71,3,0
7636,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,117,142,30,59,162,30,0,117,44,2,0
7637,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,117,128,30,62,147,10,0,72,55,3,0
7638,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,117,170,60,59,176,20,0,72,44,3,0
7639,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,138,170,30,62,184,30,0,72,71,3,0
7640,3,1,1,849,3,1,3,2,0,2,1,2,0,9,2,1,1,1,117,142,60,62,181,30,0,90,55,3,0
7641,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,231,203,120,108,237,30,0,140,90,3,0
7642,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,180,152,120,114,189,30,0,182,72,3,0
7643,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,231,152,120,122,198,20,0,112,72,3,0
7644,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,197,152,60,122,198,10,0,182,117,3,0
7645,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,197,169,120,122,210,30,0,112,117,3,0
7646,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,180,169,60,122,210,20,0,182,90,3,0
7647,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,180,203,60,114,245,10,0,140,72,3,0
7648,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,180,169,120,108,218,20,0,140,117,3,0
7649,3,1,1,850,3,1,3,2,0,2,1,2,0,17,2,1,1,1,197,203,30,122,281,20,0,140,117,3,0
7650,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,140,130,30,67,147,10,0,100,52,2,0
7651,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,140,130,120,63,176,10,0,130,84,2,0
7652,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,140,117,30,60,162,20,0,130,65,2,0
7653,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,107,117,60,60,162,30,0,80,84,3,0
7654,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,118,130,30,60,153,30,0,130,52,2,0
7655,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,118,117,30,63,136,10,0,80,65,3,0
7656,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,118,156,60,60,167,20,0,80,52,3,0
7657,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,140,156,30,63,176,30,0,80,84,3,0
7658,3,1,1,851,3,1,3,2,0,2,1,3,0,1,2,1,1,1,118,130,60,63,176,30,0,100,65,3,0
7659,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,106,119,30,41,142,10,0,80,44,3,0
7660,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,106,119,120,37,167,10,0,104,71,2,0
7661,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,106,107,30,34,155,20,0,104,55,2,0
7662,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,85,107,60,34,155,30,0,64,71,3,0
7663,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,92,119,30,34,147,30,0,104,44,2,0
7664,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,92,107,30,37,130,10,0,64,55,3,0
7665,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,92,143,60,34,155,20,0,64,44,3,0
7666,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,106,143,30,37,167,30,0,64,71,3,0
7667,3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,92,119,60,37,167,30,0,80,55,3,0
7668,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,92,143,120,37,167,20,0,117,65,3,0
7669,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,85,143,30,34,155,10,0,117,84,2,0
7670,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,106,143,60,41,189,30,0,117,52,3,0
7671,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,85,119,30,37,167,20,0,72,52,3,0
7672,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,106,107,60,37,130,20,0,90,84,2,0
7673,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,92,107,120,34,155,10,0,90,52,3,0
7674,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,85,143,120,41,189,10,0,72,65,3,0
7675,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,85,107,30,41,136,30,0,90,65,3,0
7676,3,1,1,853,3,1,3,2,0,2,1,3,0,2,1,1,1,1,106,119,60,34,147,10,0,72,65,3,0
7677,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,178,176,120,69,184,30,0,130,85,3,0
7678,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,136,132,120,74,153,30,0,169,68,2,0
7679,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,178,132,120,80,162,20,0,104,68,3,0
7680,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,150,132,60,80,162,10,0,169,110,2,0
7681,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,150,147,120,80,167,30,0,104,110,3,0
7682,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,136,147,60,80,167,20,0,169,85,2,0
7683,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,136,176,60,74,194,10,0,130,68,3,0
7684,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,136,147,120,69,169,20,0,130,110,2,0
7685,3,1,1,854,3,1,3,2,0,2,1,3,0,2,25,1,1,1,150,176,30,80,225,20,0,130,110,3,0
7686,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,161,184,120,78,184,30,0,120,75,3,0
7687,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,123,138,120,81,153,30,0,156,60,2,0
7688,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,161,138,120,85,162,20,0,96,60,3,0
7689,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,136,138,60,85,162,10,0,156,97,2,0
7690,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,136,153,120,85,167,30,0,96,97,2,0
7691,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,123,153,60,85,167,20,0,156,75,1,0
7692,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,123,184,60,81,194,10,0,120,60,3,0
7693,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,123,153,120,78,169,20,0,120,97,2,0
7694,3,1,1,855,3,1,3,2,0,2,1,3,0,14,2,1,1,1,136,184,30,85,218,20,0,120,97,3,0
7695,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,234,211,120,84,225,30,0,160,115,2,0
7696,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,188,158,120,90,184,30,0,208,92,2,0
7697,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,234,158,120,98,194,20,0,128,92,3,0
7698,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,203,158,60,98,194,10,0,208,149,2,0
7699,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,203,176,120,98,198,30,0,128,149,2,0
7700,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,188,176,60,98,198,20,0,208,115,2,0
7701,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,188,211,60,90,237,10,0,160,92,2,0
7702,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,188,176,120,84,210,20,0,160,149,2,0
7703,3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,203,211,30,98,274,20,0,160,149,2,0
7704,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,336,294,120,84,330,30,0,320,185,2,0
7705,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,257,220,120,95,266,30,0,416,148,2,0
7706,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,336,220,120,109,274,20,0,256,148,2,0
7707,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,283,220,60,109,274,10,0,416,240,2,0
7708,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,283,245,120,109,281,30,0,256,240,2,0
7709,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,257,245,60,109,281,20,0,416,185,2,0
7710,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,257,294,60,95,349,10,0,320,148,2,0
7711,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,257,245,120,84,301,20,0,320,240,2,0
7712,3,1,1,857,3,1,3,2,0,2,1,3,0,17,25,1,1,1,283,294,30,109,414,20,0,320,240,2,0
7713,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,189,136,30,114,147,10,0,120,60,3,0
7714,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,189,136,120,110,167,10,0,156,97,3,0
7715,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,189,122,30,107,155,20,0,156,75,2,0
7716,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,153,122,60,107,155,30,0,96,97,3,0
7717,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,165,136,30,107,153,30,0,156,60,2,0
7718,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,165,122,30,110,136,10,0,96,75,3,0
7719,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,165,163,60,107,167,20,0,96,60,3,0
7720,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,189,163,30,110,169,30,0,96,97,3,0
7721,3,1,1,858,3,1,3,2,0,2,1,3,0,22,11,1,1,1,165,136,60,110,167,30,0,120,75,3,0
7722,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,123,156,120,52,167,30,0,90,55,3,0
7723,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,95,117,120,55,136,30,0,117,44,3,0
7724,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,123,117,120,59,142,20,0,72,44,3,0
7725,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,104,117,60,59,142,10,0,117,71,3,0
7726,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,104,130,120,59,147,30,0,72,71,3,0
7727,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,95,130,60,59,147,20,0,117,55,3,0
7728,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,95,156,60,55,176,10,0,90,44,3,0
7729,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,95,130,120,52,155,20,0,90,71,3,0
7730,3,1,1,859,3,1,3,2,0,3,1,2,0,2,1,1,1,1,104,156,30,59,198,20,0,90,71,3,0
7731,3,1,1,860,3,1,3,2,0,3,1,3,0,1,2,1,1,1,102,163,120,47,176,20,0,117,60,2,0
7732,3,1,1,860,3,1,3,2,0,3,1,3,0,1,2,1,1,1,92,163,30,44,167,10,0,117,78,2,0
