No.,demographic_prompt,other_prompt,target,persona
757,The male is a 52-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly disagrees that the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'No' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays more attention to new vaccine information than a year ago.,2,"The individual perceives COVID-19 as a serious threat and believes in the preventative power of vaccination, yet doubts the safety of existing vaccines despite trusting the science behind them."
758,The male is a 52-year‑old none of the above university degree or more and has above‑median income.,The male somewhat agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays less attention to new vaccine information than a year ago.,2,"The individual is moderately concerned about COVID-19 but fully trusts the safety and efficacy of vaccines, believing they are an effective means of protection against the disease, including long COVID."
759,The male is a 52-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The male is unsure whether the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male somewhat agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays less attention to new vaccine information than a year ago.,2,"The man perceives COVID-19 as a significant threat and recognizes vaccination as a preventive measure, yet he harbors uncertainties about vaccine safety and efficacy, indicating a cautious and somewhat skeptical vaccination persona."
760,The male is a 52-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual perceives COVID-19 as a significant threat and strongly supports vaccination as a safe and effective preventive measure, but remains uncertain about its long-term benefits against long COVID."
761,The male is a 52-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual believes strongly in the effectiveness and safety of COVID-19 vaccines, trusts government distribution, and perceives COVID-19 as a significant health threat."
762,The male is a 53-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays more attention to new vaccine information than a year ago.,2,"The individual is a financially secure middle-aged man who has a strong belief in the effectiveness and safety of COVID-19 vaccinations, and trusts the scientific community, while having a moderate level of confidence in government vaccine distribution."
763,The male is a 54-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays more attention to new vaccine information than a year ago.,2,"The individual is a confident pro-vaccine advocate who believes strongly in the effectiveness and safety of COVID-19 vaccines, trusts the government’s vaccination efforts, and is attentive to new vaccine information following personal experience with the virus."
764,The male is a 54-year‑old none of the above university degree or more and has above‑median income.,The male somewhat disagrees that COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays about the same attention to new vaccine information as a year ago.,2,"This individual exhibits a balanced belief in the safety and efficacy of COVID-19 vaccines, showing trust in scientific guidance and government distribution, while holding a somewhat relaxed view on the perceived threat of the virus itself."
765,The male is a 54-year‑old none of the above university degree or more and has above‑median income.,The male somewhat disagrees that COVID‑19 is a dangerous health threat. The male somewhat disagrees that COVID‑19 can be prevented by vaccination. The male somewhat agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male somewhat agrees the available vaccines are safe. The male is unsure whether their government can deliver vaccines equally to everyone. The male somewhat agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'No' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays less attention to new vaccine information than a year ago.,2,"The individual views COVID-19 as a lesser threat and is skeptical about the vaccine's preventive capabilities, yet believes the vaccines are safe and somewhat trusts the science behind them, indicating a cautious but uncertain approach to vaccination."
766,The male is a 55-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays about the same attention to new vaccine information as a year ago.,2,The individual is a health-conscious male who strongly trusts vaccines as a safe and necessary defense against COVID-19 due to personal experience with the virus.
767,The male is a 55-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays less attention to new vaccine information than a year ago.,2,"The individual is a middle-aged male with a high level of confidence in the safety and efficacy of COVID-19 vaccines, believes in their preventive potential against the disease, and trusts the government's vaccine distribution, but remains uncertain about the vaccine's effectiveness against long COVID and is less engaged with new vaccine information than before."
768,The male is a 56-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,The individual is a confident pro-vaccine advocate who trusts the safety and effectiveness of COVID-19 vaccinations and believes in equitable vaccine distribution by the government.
769,The male is a 56-year‑old none of the above university degree or more and has below‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays about the same attention to new vaccine information as a year ago.,2,"This individual is a health-conscious man who believes in the safety and effectiveness of COVID-19 vaccines and trusts government and scientific sources, despite having a lower income and limited education."
770,The male is a 57-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays more attention to new vaccine information than a year ago.,2,"The individual is a health-conscious male who strongly believes in the safety and efficacy of COVID-19 vaccines, displaying trust in scientific guidance while remaining somewhat uncertain about long COVID protection."
771,The male is a 57-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays more attention to new vaccine information than a year ago.,2,The individual is a health-conscious male who strongly believes in the safety and efficacy of COVID-19 vaccines while expressing some uncertainty about their long-term protective effects against long COVID.
772,The male is a 58-year‑old none of the above university degree or more and has below‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays less attention to new vaccine information than a year ago.,2,"The individual is a middle-aged male who is highly concerned about the dangers of COVID-19 and trusts the safety and efficacy of vaccines, yet displays some uncertainty regarding equitable vaccine distribution and shows decreased engagement with new vaccine information."
773,The male is a 58-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male is unsure whether COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 more than a year ago. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual perceives COVID-19 as a serious threat and trusts the safety and effectiveness of vaccines, while being uncertain about their preventative capabilities, indicating a cautious yet receptive vaccination persona."
774,The male is a 58-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male somewhat agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 more than a year ago. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual perceives COVID-19 as a significant threat and trusts the science behind vaccines, indicating a cautious but generally supportive attitude towards vaccination, albeit with some uncertainty regarding long COVID protection and vaccine safety."
775,The male is a 58-year‑old none of the above university degree or more and has above‑median income.,The male somewhat agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male is unsure whether their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays less attention to new vaccine information than a year ago.,2,The individual is cautiously optimistic about the safety and effectiveness of COVID-19 vaccines but harbors some doubts about equitable access to vaccination.
776,The male is a 58-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,The individual is a highly safety-conscious male who strongly trusts vaccines and believes in their effectiveness against COVID-19.
777,The male is a 59-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male somewhat agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is a strongly pro-vaccination male who believes in the effectiveness and safety of COVID-19 vaccines, trusts government distribution, and perceives COVID-19 as a significant health threat."
778,The male is a 60-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays more attention to new vaccine information than a year ago.,2,"The individual is a safety-conscious male who trusts the effectiveness and safety of COVID-19 vaccines and believes in equitable government vaccination efforts, particularly following a recent personal experience with the virus."
779,The male is a 60-year‑old none of the above university degree or more and has refused/ did not answer.,The male is unsure whether COVID‑19 is a dangerous health threat. The male somewhat disagrees that COVID‑19 can be prevented by vaccination. The male is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The male somewhat disagrees that the available vaccines are safe. The male somewhat disagrees that their government can deliver vaccines equally to everyone. The male somewhat disagrees that the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays less attention to new vaccine information than a year ago.,2,"The individual displays a skeptical stance towards COVID-19 vaccination, expressing uncertainty about its effectiveness and safety while showing diminished engagement with vaccine information."
780,The male is a 61-year‑old none of the above university degree or more and has refused/ did not answer.,The male somewhat agrees COVID‑19 is a dangerous health threat. The male somewhat disagrees that COVID‑19 can be prevented by vaccination. The male somewhat agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male somewhat agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male somewhat agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays less attention to new vaccine information than a year ago.,2,"This individual displays a cautious attitude towards COVID-19 vaccination, acknowledging both the health threat of the virus and the relative safety of vaccines, while expressing uncertainty about their effectiveness against long COVID and showing decreased engagement with vaccine information."
781,The male is a 61-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,The individual is a trusting and safety-conscious pro-vaccination advocate who strongly believes in the effectiveness and safety of COVID-19 vaccinations.
782,The male is a 61-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is a cautious yet trusting supporter of COVID-19 vaccination, believing in its safety and effectiveness against serious health threats."
783,The male is a 61-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,The individual is a confident pro-vaccine advocate who recognizes COVID-19 as a significant threat and trusts in the safety and efficacy of vaccines to prevent it.
784,The male is a 61-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is a confident pro-vaccination advocate who perceives COVID-19 as a significant threat, trusts the safety and science of vaccines, and believes in the equitable delivery of vaccines by the government."
785,The male is a 61-year‑old none of the above university degree or more and has above‑median income.,The male somewhat agrees COVID‑19 is a dangerous health threat. The male strongly disagrees that COVID‑19 can be prevented by vaccination. The male somewhat agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male is unsure whether their government can deliver vaccines equally to everyone. The male somewhat agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is somewhat concerned about COVID-19 as a health threat, trusts the safety of vaccines, and perceives vaccine risks as lower than disease risks, yet questions government equity in vaccine distribution and remains uncertain about the vaccine's effectiveness against long COVID."
786,The male is a 62-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays more attention to new vaccine information than a year ago.,2,"The individual is a cautious and informed believer in the safety and efficacy of COVID-19 vaccines, showing strong trust in government and scientific recommendations, while expressing uncertainty about long COVID protection."
787,The male is a 62-year‑old none of the above university degree or more and has above‑median income.,The male is unsure whether COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is generally supportive of vaccination, believes in its safety and efficacy, and trusts the government and science behind the COVID-19 vaccines, despite being unsure about the threat level of COVID-19 itself."
788,The male is a 62-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat disagrees that COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male somewhat agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male somewhat agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays less attention to new vaccine information than a year ago.,2,"The individual perceives COVID-19 as a significant threat and believes the disease poses greater risks than the vaccine, but exhibits skepticism towards the effectiveness of vaccination in prevention and shows diminished engagement with new vaccine information."
789,The male is a 63-year‑old none of the above university degree or more and has above‑median income.,The male somewhat agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male is unsure whether the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays more attention to new vaccine information than a year ago.,2,"The individual expresses a cautious but trustful stance towards COVID-19 vaccination, acknowledging the vaccine's safety and effectiveness while still harboring some uncertainty about its broader protective benefits."
790,The male is a 63-year‑old none of the above university degree or more and has above‑median income.,The male somewhat disagrees that COVID‑19 is a dangerous health threat. The male strongly disagrees that COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male somewhat disagrees that their government can deliver vaccines equally to everyone. The male somewhat agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is skeptical about the dangers of COVID-19 but trusts in the safety of vaccines, while feeling uncertain about government delivery and the vaccine's effectiveness against long COVID."
791,The male is a 63-year‑old none of the above university degree or more and has below‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male somewhat disagrees that their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 more than a year ago. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual perceives COVID‑19 as a significant danger and values vaccination as a preventive measure, while expressing trust in the vaccine's safety and efficacy, albeit with some skepticism about equitable vaccine distribution by the government."
792,The male is a 63-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays less attention to new vaccine information than a year ago.,2,"The individual is a 63-year-old male who strongly believes in the safety and effectiveness of COVID-19 vaccines, perceives the virus as a significant threat, and trusts the scientific evidence behind vaccination, while showing some skepticism about equitable vaccine distribution by the government."
793,The male is a 64-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is a health-conscious male who strongly believes in the safety and efficacy of COVID-19 vaccines, trusts the government's vaccination efforts, and perceives COVID-19 as a significant threat that can be mitigated through vaccination."
794,The male is a 64-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays more attention to new vaccine information than a year ago.,2,"The individual is a convinced supporter of vaccination, seeing COVID-19 as a significant threat and trusting both the safety and effectiveness of vaccines in preventing it."
795,The male is a 64-year‑old none of the above university degree or more and has above‑median income.,The male strongly agrees COVID‑19 is a dangerous health threat. The male somewhat agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male and his family have not had COVID‑19. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is a safety-conscious man who trusts the science and government behind COVID-19 vaccines, perceives the disease as a significant threat, and is supportive of vaccination as a preventive measure."
796,The male is a 64-year‑old none of the above university degree or more and has above‑median income.,The male somewhat agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly disagrees that the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Unsure' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 within the past year. The male pays less attention to new vaccine information than a year ago.,2,"The individual is a somewhat concerned but trusting older male who believes in the effectiveness and safety of COVID-19 vaccines, while exhibiting uncertainty about their long-term protective benefits."
797,The male is a 64-year‑old none of the above university degree or more and has above‑median income.,The male somewhat agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male somewhat agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 more than a year ago. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual displays a strong confidence in the safety and efficacy of COVID-19 vaccines while somewhat trusting their government's ability to distribute them equitably, indicating a proactive approach to vaccination."
798,The male is a 64-year‑old none of the above university degree or more and has above‑median income.,The male somewhat agrees COVID‑19 is a dangerous health threat. The male strongly agrees COVID‑19 can be prevented by vaccination. The male strongly agrees the risks of COVID‑19 disease are greater than the risks of the vaccine. The male strongly agrees the available vaccines are safe. The male strongly agrees their government can deliver vaccines equally to everyone. The male strongly agrees the science behind COVID‑19 vaccines can be trusted. The male answers 'Yes' to whether the vaccine protects against long COVID. The male or a family member got sick with COVID‑19 more than a year ago. The male pays about the same attention to new vaccine information as a year ago.,2,"The individual is a 64-year-old male who perceives COVID-19 as a significant threat but fully trusts the safety and efficacy of vaccines, believes in equitable vaccine distribution, and is likely to support vaccination based on scientific evidence."
